Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Train Epoch: 3 [28160/49000 (57%)]	Train Loss: 1.588721	Val Loss: 1.620679	Val Acc: 46.0
Train Epoch: 3 [30720/49000 (62%)]	Train Loss: 1.567249	Val Loss: 1.612195	Val Acc: 46.70000076293945
Train Epoch: 3 [33280/49000 (68%)]	Train Loss: 1.512170	Val Loss: 1.579836	Val Acc: 45.70000076293945
Train Epoch: 3 [35840/49000 (73%)]	Train Loss: 1.425805	Val Loss: 1.611073	Val Acc: 47.5
Train Epoch: 3 [38400/49000 (78%)]	Train Loss: 1.559762	Val Loss: 1.640975	Val Acc: 47.70000076293945
Train Epoch: 3 [40960/49000 (83%)]	Train Loss: 1.492466	Val Loss: 1.625433	Val Acc: 47.900001525878906
Train Epoch: 3 [43520/49000 (89%)]	Train Loss: 1.407722	Val Loss: 1.571042	Val Acc: 48.0
Train Epoch: 3 [46080/49000 (94%)]	Train Loss: 1.461097	Val Loss: 1.595047	Val Acc: 47.29999923706055
Train Epoch: 3 [48640/49000 (99%)]	Train Loss: 1.463694	Val Loss: 1.596190	Val Acc: 47.599998474121094
Train Epoch: 4 [0/49000 (0%)]	Train Loss: 1.474494	Val Loss: 1.613069	Val Acc: 47.29999923706055
Train Epoch: 4 [2560/49000 (5%)]	Train Loss: 1.412114	Val Loss: 1.610473	Val Acc: 46.70000076293945
Train Epoch: 4 [5120/49000 (10%)]	Train Loss: 1.368072	Val Loss: 1.557037	Val Acc: 47.099998474121094
Train Epoch: 4 [7680/49000 (16%)]	Train Loss: 1.463448	Val Loss: 1.559393	Val Acc: 48.5
Train Epoch: 4 [10240/49000 (21%)]	Train Loss: 1.370507	Val Loss: 1.619599	Val Acc: 45.5
Train Epoch: 4 [12800/49000 (26%)]	Train Loss: 1.438935	Val Loss: 1.602565	Val Acc: 46.79999923706055
Train Epoch: 4 [15360/49000 (31%)]	Train Loss: 1.429335	Val Loss: 1.584382	Val Acc: 47.20000076293945
Train Epoch: 4 [17920/49000 (36%)]	Train Loss: 1.348643	Val Loss: 1.547835	Val Acc: 48.79999923706055
Train Epoch: 4 [20480/49000 (42%)]	Train Loss: 1.493454	Val Loss: 1.573075	Val Acc: 49.099998474121094
Train Epoch: 4 [23040/49000 (47%)]	Train Loss: 1.346758	Val Loss: 1.575109	Val Acc: 47.5
Train Epoch: 4 [25600/49000 (52%)]	Train Loss: 1.384435	Val Loss: 1.586553	Val Acc: 49.20000076293945
Train Epoch: 4 [28160/49000 (57%)]	Train Loss: 1.383543	Val Loss: 1.574004	Val Acc: 47.70000076293945
Train Epoch: 4 [30720/49000 (62%)]	Train Loss: 1.272912	Val Loss: 1.579330	Val Acc: 49.099998474121094
